# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 10:50:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/cy5gjyf_.json
# init = 2 (Default)
# random
#   seed = 59305
# output
#   file = /home/lab5/output/code4-20230416105019_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
506.408,0.916799,0.00075661,4,23,0,-501.556,2.49907,2.4992,2.50042,2.50045,2.49821,2.5003,2.50161,2.50005,2.49888,2.50013,0.000121323,19.4479,20.5095,22.4281,23.6987,24.6205,25.3363,24.8939,25.9208,29.9843,28.8576,24,26,23,21,22,29,28,27,32,24
507.286,0.679376,0.00075661,4,31,0,-498.886,2.49958,2.50082,2.50024,2.5004,2.50077,2.501,2.4981,2.49967,2.50081,2.49888,0.000101524,18.0251,18.8662,20.2997,21.2605,21.9999,22.4996,22.0819,22.9073,25.931,25.0385,19,21,15,23,20,18,21,13,21,25
506.719,0.977683,0.00075661,3,15,0,-503.312,2.4999,2.50135,2.50038,2.50012,2.49965,2.49874,2.49864,2.49931,2.49991,2.49804,0.000106563,18.3853,19.2896,20.8232,21.8498,22.6285,23.1416,22.7579,23.6284,26.8963,25.9296,14,19,20,14,23,23,17,33,26,30
504.717,0.936112,0.00075661,4,15,0,-498.794,2.50053,2.49856,2.49965,2.49883,2.50005,2.50042,2.50213,2.49947,2.49925,2.50209,0.000107748,18.4814,19.3342,20.9324,21.9637,22.7939,23.3469,22.9971,23.8071,27.1163,26.2549,17,14,18,30,32,27,24,30,29,22
506.798,0.977488,0.00075661,3,15,0,-498.474,2.49978,2.50006,2.50076,2.49987,2.49948,2.49914,2.49973,2.50095,2.50216,2.50107,0.000120116,19.3713,20.4209,22.2999,23.5288,24.4794,25.1235,24.6715,25.7499,29.814,28.638,21,18,19,20,27,24,26,25,33,21
509.295,0.996187,0.00075661,3,7,0,-505.333,2.4998,2.50001,2.50068,2.50047,2.50052,2.4987,2.50048,2.49958,2.49908,2.49953,0.000100041,17.9262,18.7312,20.1577,21.09,21.8055,22.248,21.9425,22.6948,25.6023,24.7922,24,15,18,19,20,20,23,19,29,15
505.804,0.917922,0.00075661,4,15,0,-502.611,2.49991,2.49971,2.49768,2.50032,2.49998,2.49858,2.49908,2.49959,2.5002,2.49983,0.000126749,19.8765,21.0044,22.985,24.4109,25.4545,26.1344,25.6356,26.7985,31.2595,29.9831,29,23,33,19,25,28,31,37,38,27
503.588,0.656762,0.00075661,3,15,0,-498.88,2.50162,2.49985,2.49786,2.50171,2.50085,2.49978,2.49911,2.50087,2.5,2.49992,0.000128692,20.0605,21.1835,23.2148,24.7065,25.7661,26.4744,25.9309,27.1592,31.7078,30.4028,23,20,19,17,24,20,21,24,23,24
500.472,0.985342,0.00075661,4,15,0,-494.168,2.50082,2.50052,2.50211,2.50155,2.4991,2.49935,2.50083,2.49899,2.50302,2.50154,0.00010478,18.276,19.1265,20.6732,21.6683,22.3828,22.9079,22.57,23.3601,26.6249,25.6929,17,19,18,22,18,23,19,24,24,26
500.255,0.759535,0.00075661,3,7,0,-491.951,2.49856,2.49847,2.50125,2.49858,2.5021,2.50151,2.50115,2.50019,2.50162,2.50173,9.7241e-05,17.7113,18.4784,19.8873,20.7294,21.4872,21.9368,21.5988,22.3165,25.1388,24.357,13,16,20,16,24,21,13,26,28,19
503.577,0.835853,0.00075661,4,23,0,-486.525,2.49923,2.50175,2.49958,2.5011,2.49931,2.50179,2.49888,2.50014,2.50074,2.49789,0.000119434,19.3095,20.3956,22.1973,23.4699,24.3784,25.0868,24.552,25.6201,29.6214,28.409,20,19,17,24,27,30,28,29,24,32
505.46,0.966101,0.00075661,3,7,0,-499.413,2.50035,2.50067,2.4989,2.49881,2.50087,2.49774,2.50168,2.49987,2.50039,2.49959,0.000111732,18.7645,19.7099,21.3399,22.4481,23.3472,23.8508,23.5312,24.4144,27.9634,26.9415,14,13,24,30,21,29,26,16,30,31
507.446,0.979497,0.00075661,4,31,0,-501.137,2.49992,2.50085,2.49989,2.49957,2.49993,2.49903,2.50151,2.49956,2.50135,2.50001,9.19511e-05,17.3767,18.106,19.3392,20.157,20.7913,21.1951,20.9451,21.5801,24.163,23.4181,13,16,26,18,12,20,16,20,19,25
503.186,0.629716,0.00075661,3,7,0,-498.213,2.50088,2.49944,2.50041,2.49998,2.49763,2.50066,2.50073,2.50047,2.50265,2.49992,9.35719e-05,17.5026,18.2069,19.5074,20.3454,20.9399,21.4383,21.1291,21.8188,24.4876,23.6872,15,19,21,20,22,32,26,19,23,20
505.487,0.809996,0.00075661,3,15,0,-494.785,2.4994,2.50016,2.498,2.50083,2.50139,2.49878,2.49883,2.49952,2.499,2.49911,0.000101346,18.0095,18.8393,20.2362,21.249,21.9906,22.4256,22.0748,22.8785,25.85,25.0127,16,15,17,23,25,23,17,15,26,22
507.139,0.764506,0.00075661,3,7,0,-500.014,2.50006,2.49971,2.50133,2.49832,2.4988,2.50023,2.50026,2.49849,2.49957,2.50052,0.00010803,18.4928,19.3799,20.9974,21.9866,22.8028,23.3823,22.9922,23.8255,27.182,26.2664,19,19,27,21,24,20,24,23,27,25
507.457,0.989514,0.00075661,3,7,0,-503.614,2.49871,2.50037,2.50175,2.49939,2.50112,2.4992,2.49951,2.50088,2.49953,2.5001,0.000107402,18.4231,19.3404,20.94,21.9346,22.7726,23.2699,22.8904,23.7894,27.0545,26.1385,25,29,29,22,17,21,22,25,28,19
506.518,0.873372,0.00075661,4,15,0,-502.143,2.4991,2.50069,2.50023,2.49918,2.49999,2.50147,2.49992,2.49828,2.50052,2.50156,0.000101681,18.0274,18.8765,20.3155,21.2528,22.0025,22.5314,22.1425,22.8978,25.9537,25.1335,22,16,21,15,23,23,24,26,23,19
506.36,0.995121,0.00075661,4,15,0,-502.206,2.49906,2.50079,2.49961,2.49891,2.50106,2.50102,2.50007,2.49921,2.49788,2.50042,0.000102847,18.1081,18.9732,20.4221,21.3834,22.1761,22.6803,22.2979,23.086,26.1106,25.3138,19,20,17,18,21,28,24,25,27,24
504.289,0.757441,0.00075661,5,39,0,-499.698,2.49959,2.50027,2.49969,2.49903,2.50003,2.49747,2.49868,2.50043,2.49784,2.50042,0.000114294,18.9368,19.9203,21.6335,22.7708,23.6777,24.2158,23.8168,24.8207,28.4285,27.4594,19,24,21,32,32,21,30,14,21,23
505.37,0.986769,0.00075661,3,15,0,-499.384,2.49988,2.49969,2.50071,2.49901,2.50049,2.49774,2.50062,2.49999,2.50155,2.49848,0.000101016,17.9952,18.8037,20.2573,21.1719,21.9287,22.3576,22.0715,22.8423,25.8523,24.938,19,23,20,25,22,18,22,23,29,20
503.769,0.98138,0.00075661,3,15,0,-500.299,2.50021,2.50029,2.49913,2.4991,2.49923,2.49762,2.4988,2.49906,2.49902,2.50189,0.000118738,19.2767,20.3049,22.1099,23.3339,24.2781,24.8777,24.4498,25.4819,29.4178,28.3823,15,21,26,23,26,22,18,28,43,23
