# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:42:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/yvy7vqyh.json
# init = 2 (Default)
# random
#   seed = 45430
# output
#   file = /home/lab5/output/code2-20230416104223_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.0035118
# Diagonal elements of inverse mass matrix:
# 1.09527e-05, 9.9011e-06
503.459,0.999479,0.0035118,6,95,0,-500.619,1.89966,0.000198271,14.3763,15.6774,18.1082,19.8138,21.1662,22.1055,21.4322,22.9541,29.1777,27.3514,12,17,19,15,20,28,27,18,27,27
502.101,0.993686,0.0035118,6,127,0,-500.326,1.89834,0.000213378,15.2202,16.7077,19.5114,21.4961,23.0791,24.1832,23.3914,25.1838,32.6024,30.4116,13,28,16,25,24,27,29,27,30,41
502.54,0.996256,0.0035118,5,51,0,-501.727,1.89862,0.000213092,15.2076,16.6918,19.4887,21.4683,23.0471,24.1481,23.3586,25.1459,32.5421,30.3582,17,13,15,26,22,23,27,29,35,31
502.745,0.999962,0.0035118,5,39,0,-502.422,1.89877,0.000198354,14.3681,15.6692,18.0997,19.8053,21.1577,22.097,21.4237,22.9457,29.1699,27.3434,15,20,22,14,24,27,24,22,22,29
502.755,0.999693,0.0035118,3,15,0,-502.709,1.89878,0.000212995,15.2044,16.6875,19.4824,21.4604,23.0378,24.1379,23.349,25.1348,32.524,30.3422,11,20,22,34,22,20,21,20,28,29
503.666,0.999915,0.0035118,7,227,0,-501.351,1.90019,0.000209232,15.006,16.4427,19.1441,21.0518,22.5708,23.6291,22.8703,24.5874,31.6711,29.5829,17,12,15,22,20,22,23,26,39,30
503.666,1,0.0035118,2,3,0,-503.657,1.90019,0.000201707,14.5761,15.9192,18.4335,20.2012,21.6047,22.5805,21.881,23.4626,29.9483,28.0424,18,12,19,24,30,25,13,22,39,22
503.71,0.818494,0.0035118,2,3,0,-502.105,1.90021,0.000207079,14.8821,16.2916,18.9385,20.8054,22.2907,23.3248,22.5834,24.2608,31.1692,29.1345,11,16,19,23,21,25,20,16,35,40
502.946,0.875976,0.0035118,6,91,0,-502.463,1.89979,0.000191692,14.0174,15.2422,17.5215,19.1147,20.3746,21.2481,20.6222,22.0363,27.789,26.1055,9,13,20,16,17,26,26,17,28,29
503.723,0.999773,0.0035118,4,31,0,-502.806,1.89986,0.000204535,14.7314,16.1088,18.6913,20.5101,21.9557,22.9616,22.2405,23.8714,30.5746,28.6024,11,25,22,25,21,24,29,23,25,26
