# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:21:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/sikel5ni.json
# init = 2 (Default)
# random
#   seed = 28044
# output
#   file = /home/lab5/output/code2-20230416112144_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.0034233
# Diagonal elements of inverse mass matrix:
# 1.08525e-05, 9.90112e-06
502.2,0.981706,0.0034233,6,99,0,-499.586,1.90036,0.000224082,15.8947,17.5299,20.6314,22.8408,24.6103,25.8482,24.9602,26.9724,35.3732,32.8813,12,16,18,14,22,29,27,33,31,45
502.369,1,0.0034233,1,1,0,-501.927,1.90035,0.000223012,15.8291,17.4494,20.5207,22.7072,24.4577,25.6818,24.8037,26.7934,35.0929,32.6321,15,20,19,18,34,24,35,21,32,26
502.319,0.816338,0.0034233,2,3,0,-500.05,1.90032,0.00018683,13.7639,14.9348,17.1075,18.6219,19.8172,20.6449,20.0519,21.3909,26.8169,25.2323,14,12,21,21,15,18,18,21,27,21
503.662,0.990963,0.0034233,1,3,0,-502.354,1.90032,0.000202666,14.6321,15.9871,18.5249,20.3103,21.7283,22.7144,22.0075,23.6061,30.1665,28.2378,15,17,18,18,14,21,15,18,24,34
503.694,0.918918,0.0034233,2,3,0,-503.047,1.90031,0.00020631,14.8393,16.2394,18.8672,20.7198,22.1934,23.2191,22.4837,24.1473,30.9945,28.9785,16,13,18,24,25,18,23,24,30,33
503.687,0.810673,0.0034233,2,3,0,-502.174,1.90032,0.000204316,14.7257,16.1009,18.6793,20.4949,21.9378,22.9417,22.222,23.8498,30.5388,28.571,10,17,18,26,30,19,25,29,38,25
503.73,0.980473,0.0034233,6,107,0,-503.367,1.90011,0.000204576,14.7374,16.1157,18.6999,20.5199,21.9665,22.9731,22.2515,23.8836,30.5917,28.618,17,13,13,18,26,23,16,36,38,28
503.735,0.955183,0.0034233,2,3,0,-503.395,1.9001,0.000205204,14.7731,16.159,18.7588,20.5904,22.0466,23.0599,22.3335,23.9768,30.7344,28.7456,15,17,16,27,25,23,17,22,27,31
503.654,0.983543,0.0034233,7,159,0,-503.507,1.89993,0.000201068,14.5364,15.8715,18.3697,20.1255,21.5191,22.4879,21.7935,23.3636,29.7989,27.9083,17,11,23,21,31,25,21,25,31,32
502.517,0.798947,0.0034233,1,3,0,-502.385,1.89994,0.000187998,13.8207,15.0041,17.2016,18.7342,19.9445,20.7828,20.1821,21.5386,27.0401,25.4327,14,14,16,15,21,16,19,29,22,30
502.182,0.982738,0.0034233,7,139,0,-501.699,1.90021,0.000185747,13.7048,14.8637,17.0126,18.5095,19.6906,20.5081,19.9223,21.2447,26.5987,25.0359,11,15,14,20,19,25,23,23,16,23
499.939,0.630141,0.0034233,1,1,0,-499.846,1.9002,0.000174173,13.1056,14.142,16.051,17.3718,18.4092,19.1249,18.6123,19.7684,24.4061,23.059,18,12,18,19,13,16,16,25,22,22
503.707,1,0.0034233,2,3,0,-500.341,1.90022,0.000207161,14.8869,16.2975,18.9465,20.8149,22.3015,23.3366,22.5945,24.2734,31.1884,29.1517,12,19,13,20,24,26,17,33,22,32
502.693,0.944654,0.0034233,7,163,0,-502.282,1.90106,0.000216261,15.4325,16.9621,19.85,21.8979,23.533,24.6744,23.8558,25.7093,33.3992,31.1256,10,12,11,25,18,17,25,37,29,35
502.92,0.918115,0.0034233,2,3,0,-501.935,1.90106,0.00021345,15.2659,16.7584,19.5715,21.5631,23.1515,24.2595,23.465,25.2635,32.7086,30.5099,8,21,16,12,20,16,31,22,36,34
502.483,0.836647,0.0034233,2,3,0,-501.433,1.90105,0.000218406,15.5608,17.1192,20.0651,22.1566,23.8281,24.9956,24.1583,26.0546,33.9357,31.6035,12,29,22,13,24,26,32,29,42,38
