# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 10:50:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/cy5gjyf_.json
# init = 2 (Default)
# random
#   seed = 59305
# output
#   file = /home/lab5/output/code4-20230416105019_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
-7.80343e+34,1,3.06928e-22,2,3,0,7.80375e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010565,1.43149e+17,1.15964e+20,7.38848e+22,5.72166e+24,3.7703e+26,1.25368e+27,2.83345e+26,9.21483e+27,7.77959e+34,2.38375e+32,0,0,0,0,0,0,0,0,0,0
-7.80311e+34,1,3.06928e-22,2,3,0,7.80343e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010565,1.43146e+17,1.15961e+20,7.38828e+22,5.72148e+24,3.77018e+26,1.25363e+27,2.83336e+26,9.21451e+27,7.77927e+34,2.38366e+32,0,0,0,0,0,0,0,0,0,0
-7.80279e+34,1,3.06928e-22,2,3,0,7.80311e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010565,1.43142e+17,1.15958e+20,7.38807e+22,5.72131e+24,3.77006e+26,1.25359e+27,2.83327e+26,9.21419e+27,7.77895e+34,2.38356e+32,0,0,0,0,0,0,0,0,0,0
-7.80271e+34,1,3.06928e-22,1,1,0,7.80279e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010565,1.43142e+17,1.15958e+20,7.38802e+22,5.72127e+24,3.77003e+26,1.25358e+27,2.83325e+26,9.21411e+27,7.77887e+34,2.38354e+32,0,0,0,0,0,0,0,0,0,0
-7.80239e+34,1,3.06928e-22,2,3,0,7.80271e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010565,1.43139e+17,1.15955e+20,7.38781e+22,5.72109e+24,3.7699e+26,1.25354e+27,2.83315e+26,9.2138e+27,7.77855e+34,2.38345e+32,0,0,0,0,0,0,0,0,0,0
-7.79728e+34,1,3.06928e-22,4,15,0,7.80239e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.4309e+17,1.15911e+20,7.38454e+22,5.71833e+24,3.76797e+26,1.25287e+27,2.83169e+26,9.20874e+27,7.77346e+34,2.38195e+32,0,0,0,0,0,0,0,0,0,0
-7.79696e+34,1,3.06928e-22,2,3,0,7.79728e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43087e+17,1.15908e+20,7.38434e+22,5.71816e+24,3.76785e+26,1.25283e+27,2.83159e+26,9.20843e+27,7.77314e+34,2.38186e+32,0,0,0,0,0,0,0,0,0,0
-7.79688e+34,1,3.06928e-22,1,1,0,7.79696e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43086e+17,1.15907e+20,7.38428e+22,5.71811e+24,3.76782e+26,1.25282e+27,2.83157e+26,9.20835e+27,7.77306e+34,2.38184e+32,0,0,0,0,0,0,0,0,0,0
-7.79656e+34,1,3.06928e-22,2,3,0,7.79688e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43083e+17,1.15905e+20,7.38408e+22,5.71794e+24,3.7677e+26,1.25278e+27,2.83148e+26,9.20803e+27,7.77274e+34,2.38174e+32,0,0,0,0,0,0,0,0,0,0
-7.79648e+34,1,3.06928e-22,1,1,0,7.79656e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43082e+17,1.15904e+20,7.38403e+22,5.7179e+24,3.76767e+26,1.25277e+27,2.83146e+26,9.20795e+27,7.77266e+34,2.38172e+32,0,0,0,0,0,0,0,0,0,0
-7.7964e+34,1,3.06928e-22,1,1,0,7.79648e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43082e+17,1.15903e+20,7.38398e+22,5.71785e+24,3.76764e+26,1.25276e+27,2.83143e+26,9.20787e+27,7.77258e+34,2.3817e+32,0,0,0,0,0,0,0,0,0,0
-7.79632e+34,1,3.06928e-22,1,1,0,7.7964e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105649,1.43081e+17,1.15903e+20,7.38393e+22,5.71781e+24,3.76761e+26,1.25275e+27,2.83141e+26,9.2078e+27,7.7725e+34,2.38167e+32,0,0,0,0,0,0,0,0,0,0
-7.79122e+34,1,3.06928e-22,4,15,0,7.79632e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105648,1.43032e+17,1.15859e+20,7.38066e+22,5.71505e+24,3.76568e+26,1.25208e+27,2.82995e+26,9.20275e+27,7.76741e+34,2.38018e+32,0,0,0,0,0,0,0,0,0,0
-7.79114e+34,1,3.06928e-22,1,1,0,7.79122e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105648,1.43031e+17,1.15858e+20,7.38061e+22,5.71501e+24,3.76565e+26,1.25207e+27,2.82992e+26,9.20267e+27,7.76733e+34,2.38016e+32,0,0,0,0,0,0,0,0,0,0
-7.79082e+34,1,3.06928e-22,2,3,0,7.79114e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105648,1.43028e+17,1.15855e+20,7.3804e+22,5.71483e+24,3.76553e+26,1.25203e+27,2.82983e+26,9.20235e+27,7.76702e+34,2.38007e+32,0,0,0,0,0,0,0,0,0,0
-7.78572e+34,1,3.06928e-22,4,15,0,7.79082e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105647,1.4298e+17,1.15811e+20,7.37714e+22,5.71208e+24,3.7636e+26,1.25137e+27,2.82837e+26,9.19731e+27,7.76193e+34,2.37858e+32,0,0,0,0,0,0,0,0,0,0
-7.78564e+34,1,3.06928e-22,1,1,0,7.78572e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105647,1.42979e+17,1.15811e+20,7.37708e+22,5.71203e+24,3.76357e+26,1.25136e+27,2.82834e+26,9.19723e+27,7.76185e+34,2.37855e+32,0,0,0,0,0,0,0,0,0,0
-7.78556e+34,1,3.06928e-22,1,1,0,7.78564e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105647,1.42978e+17,1.1581e+20,7.37703e+22,5.71199e+24,3.76354e+26,1.25134e+27,2.82832e+26,9.19716e+27,7.76177e+34,2.37853e+32,0,0,0,0,0,0,0,0,0,0
-7.78548e+34,1,3.06928e-22,1,1,0,7.78556e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105647,1.42977e+17,1.15809e+20,7.37698e+22,5.71195e+24,3.76351e+26,1.25133e+27,2.8283e+26,9.19708e+27,7.7617e+34,2.37851e+32,0,0,0,0,0,0,0,0,0,0
-7.7854e+34,1,3.06928e-22,1,1,0,7.78548e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105647,1.42977e+17,1.15809e+20,7.37693e+22,5.7119e+24,3.76348e+26,1.25132e+27,2.82828e+26,9.197e+27,7.76162e+34,2.37849e+32,0,0,0,0,0,0,0,0,0,0
-7.76507e+34,1,3.06928e-22,5,31,0,7.7854e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105644,1.42782e+17,1.15634e+20,7.36389e+22,5.7009e+24,3.75579e+26,1.24867e+27,2.82243e+26,9.17688e+27,7.74134e+34,2.37254e+32,0,0,0,0,0,0,0,0,0,0
-7.76499e+34,1,3.06928e-22,1,1,0,7.76507e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105644,1.42782e+17,1.15633e+20,7.36384e+22,5.70086e+24,3.75576e+26,1.24866e+27,2.82241e+26,9.1768e+27,7.74126e+34,2.37252e+32,0,0,0,0,0,0,0,0,0,0
-7.76467e+34,1,3.06928e-22,2,3,0,7.76499e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105644,1.42779e+17,1.1563e+20,7.36364e+22,5.70069e+24,3.75564e+26,1.24862e+27,2.82232e+26,9.17649e+27,7.74095e+34,2.37243e+32,0,0,0,0,0,0,0,0,0,0
-7.76459e+34,1,3.06928e-22,1,1,0,7.76467e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105644,1.42778e+17,1.15629e+20,7.36359e+22,5.70064e+24,3.75561e+26,1.24861e+27,2.8223e+26,9.17641e+27,7.74087e+34,2.37241e+32,0,0,0,0,0,0,0,0,0,0
-7.76333e+34,1,3.06928e-22,3,7,0,7.76459e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105644,1.42766e+17,1.15619e+20,7.36278e+22,5.69996e+24,3.75513e+26,1.24844e+27,2.82193e+26,9.17516e+27,7.73961e+34,2.37204e+32,0,0,0,0,0,0,0,0,0,0
-7.74311e+34,1,3.06928e-22,5,31,0,7.76333e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010564,1.42572e+17,1.15444e+20,7.3498e+22,5.68901e+24,3.74748e+26,1.2458e+27,2.81612e+26,9.15515e+27,7.71945e+34,2.36613e+32,0,0,0,0,0,0,0,0,0,0
-7.7428e+34,1,3.06928e-22,2,3,0,7.74311e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.010564,1.42569e+17,1.15442e+20,7.3496e+22,5.68884e+24,3.74736e+26,1.24576e+27,2.81603e+26,9.15484e+27,7.71913e+34,2.36604e+32,0,0,0,0,0,0,0,0,0,0
-7.73776e+34,1,3.06928e-22,4,15,0,7.7428e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42521e+17,1.15398e+20,7.34637e+22,5.68611e+24,3.74545e+26,1.2451e+27,2.81458e+26,9.14985e+27,7.71411e+34,2.36457e+32,0,0,0,0,0,0,0,0,0,0
-7.73768e+34,1,3.06928e-22,1,1,0,7.73776e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.4252e+17,1.15397e+20,7.34632e+22,5.68606e+24,3.74542e+26,1.24509e+27,2.81456e+26,9.14977e+27,7.71404e+34,2.36454e+32,0,0,0,0,0,0,0,0,0,0
-7.7376e+34,1,3.06928e-22,1,1,0,7.73768e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.4252e+17,1.15397e+20,7.34627e+22,5.68602e+24,3.74539e+26,1.24508e+27,2.81454e+26,9.1497e+27,7.71396e+34,2.36452e+32,0,0,0,0,0,0,0,0,0,0
-7.73635e+34,1,3.06928e-22,3,7,0,7.7376e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42508e+17,1.15386e+20,7.34546e+22,5.68534e+24,3.74492e+26,1.24492e+27,2.81417e+26,9.14845e+27,7.7127e+34,2.36415e+32,0,0,0,0,0,0,0,0,0,0
-7.73627e+34,1,3.06928e-22,1,1,0,7.73635e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42507e+17,1.15385e+20,7.34541e+22,5.6853e+24,3.74489e+26,1.24491e+27,2.81415e+26,9.14837e+27,7.71263e+34,2.36413e+32,0,0,0,0,0,0,0,0,0,0
-7.73619e+34,1,3.06928e-22,1,1,0,7.73627e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42506e+17,1.15385e+20,7.34536e+22,5.68526e+24,3.74486e+26,1.2449e+27,2.81413e+26,9.14829e+27,7.71255e+34,2.36411e+32,0,0,0,0,0,0,0,0,0,0
-7.73611e+34,1,3.06928e-22,1,1,0,7.73619e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42505e+17,1.15384e+20,7.34531e+22,5.68521e+24,3.74483e+26,1.24489e+27,2.81411e+26,9.14822e+27,7.71247e+34,2.36408e+32,0,0,0,0,0,0,0,0,0,0
-7.7358e+34,1,3.06928e-22,2,3,0,7.73611e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105639,1.42502e+17,1.15381e+20,7.34511e+22,5.68504e+24,3.74471e+26,1.24485e+27,2.81402e+26,9.14791e+27,7.71216e+34,2.36399e+32,0,0,0,0,0,0,0,0,0,0
-7.71572e+34,1,3.06928e-22,5,31,0,7.7358e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.4231e+17,1.15208e+20,7.33221e+22,5.67416e+24,3.73711e+26,1.24223e+27,2.80824e+26,9.12802e+27,7.69214e+34,2.35812e+32,0,0,0,0,0,0,0,0,0,0
-7.71564e+34,1,3.06928e-22,1,1,0,7.71572e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42309e+17,1.15207e+20,7.33216e+22,5.67412e+24,3.73708e+26,1.24222e+27,2.80822e+26,9.12795e+27,7.69206e+34,2.3581e+32,0,0,0,0,0,0,0,0,0,0
-7.71533e+34,1,3.06928e-22,2,3,0,7.71564e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42306e+17,1.15204e+20,7.33196e+22,5.67395e+24,3.73696e+26,1.24217e+27,2.80813e+26,9.12764e+27,7.69175e+34,2.35801e+32,0,0,0,0,0,0,0,0,0,0
-7.71525e+34,1,3.06928e-22,1,1,0,7.71533e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42306e+17,1.15204e+20,7.33191e+22,5.6739e+24,3.73693e+26,1.24216e+27,2.8081e+26,9.12756e+27,7.69167e+34,2.35799e+32,0,0,0,0,0,0,0,0,0,0
-7.71494e+34,1,3.06928e-22,2,3,0,7.71525e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42303e+17,1.15201e+20,7.33171e+22,5.67373e+24,3.73681e+26,1.24212e+27,2.80802e+26,9.12725e+27,7.69136e+34,2.3579e+32,0,0,0,0,0,0,0,0,0,0
-7.71486e+34,1,3.06928e-22,1,1,0,7.71494e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42302e+17,1.152e+20,7.33166e+22,5.67369e+24,3.73678e+26,1.24211e+27,2.80799e+26,9.12717e+27,7.69128e+34,2.35787e+32,0,0,0,0,0,0,0,0,0,0
-7.71478e+34,1,3.06928e-22,1,1,0,7.71486e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42301e+17,1.152e+20,7.3316e+22,5.67365e+24,3.73675e+26,1.2421e+27,2.80797e+26,9.1271e+27,7.6912e+34,2.35785e+32,0,0,0,0,0,0,0,0,0,0
-7.71447e+34,1,3.06928e-22,2,3,0,7.71478e+34,-1.31011,0.770113,-0.453691,-0.900715,-0.230809,-1.34304,-1.18207,-1.35567,1.80941,-0.534381,0.0105635,1.42298e+17,1.15197e+20,7.3314e+22,5.67348e+24,3.73663e+26,1.24206e+27,2.80788e+26,9.12679e+27,7.69089e+34,2.35776e+32,0,0,0,0,0,0,0,0,0,0
