# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:30:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/lzzwn10c.json
# init = 2 (Default)
# random
#   seed = 88327
# output
#   file = /home/lab5/output/code4-20230416113046_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.00148824
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 5.05361e-05
-3.22102e+07,0.956662,0.00148824,2,3,0,3.22109e+07,-0.875628,-0.0988866,-1.71695,0.515728,0.0379727,-0.541627,-1.36987,-1.24476,0.921108,0.460595,0.000467463,2.53496,6.76121,1.88323,21.7125,15.7336,9.76275,3.96461,5.28177,81.106,43.9412,3,10,1,17,13,14,4,2,89,51
-3.22074e+07,1,0.00148824,2,3,0,3.22102e+07,-0.875508,-0.0987933,-1.71679,0.515792,0.0380546,-0.541507,-1.36973,-1.24461,0.921145,0.460661,0.000455456,2.42037,6.42161,1.77321,20.331,14.674,9.08169,3.69502,4.90225,74.1842,40.3499,4,8,5,13,7,8,3,2,82,46
-3.22068e+07,0.973522,0.00148824,2,3,0,3.22074e+07,-0.875478,-0.0987757,-1.71675,0.515808,0.0380702,-0.541485,-1.3697,-1.24457,0.921161,0.460674,0.000449843,2.36852,6.26857,1.72394,19.7153,14.203,8.77947,3.57522,4.73414,71.1537,38.7723,3,8,1,20,11,9,3,5,73,43
-3.22061e+07,0.772046,0.00148824,1,1,0,3.22068e+07,-0.875451,-0.0987571,-1.71672,0.515826,0.0380921,-0.541452,-1.36967,-1.24453,0.92117,0.460695,0.000437894,2.26174,5.95474,1.62348,18.4659,13.2502,8.16914,3.33288,4.39508,65.1073,35.6165,2,7,1,10,13,4,2,4,74,39
-3.21998e+07,1,0.00148824,2,3,0,3.22061e+07,-0.875144,-0.0985271,-1.71637,0.515988,0.0382876,-0.541201,-1.36937,-1.24421,0.921287,0.460845,0.000472548,2.58651,6.91319,1.93311,22.3321,16.2109,10.0712,4.08695,5.45461,84.2459,45.5699,2,5,3,25,8,15,9,6,70,31
-3.15267e+07,0.993159,0.00148824,6,63,0,3.21998e+07,-0.844946,-0.0767429,-1.67726,0.531558,0.0587684,-0.514376,-1.33389,-1.21003,0.932576,0.476867,0.000467542,2.61475,6.91497,1.96026,22.0686,16.0717,10.0373,4.11179,5.47116,82.0901,44.6873,4,6,2,25,11,4,3,4,86,47
-3.1526e+07,1,0.00148824,1,1,0,3.15267e+07,-0.844915,-0.0767202,-1.67722,0.531572,0.0587882,-0.514355,-1.33385,-1.20999,0.932589,0.476886,0.000445817,2.40434,6.29837,1.75751,19.5914,14.1649,8.80445,3.61905,4.77946,69.8496,38.2944,3,4,2,21,18,13,2,3,74,31
-3.15253e+07,0.979934,0.00148824,3,7,0,3.1526e+07,-0.844894,-0.0766959,-1.67719,0.531587,0.0588087,-0.514316,-1.33381,-1.20995,0.932604,0.476907,0.000457428,2.51469,6.62099,1.86322,20.8791,15.1545,9.44369,3.87479,5.13779,76.1471,41.5895,3,8,1,22,25,15,4,9,59,27
-3.15192e+07,0.914373,0.00148824,4,15,0,3.15254e+07,-0.844606,-0.0764717,-1.67682,0.531721,0.0589992,-0.514081,-1.33349,-1.20963,0.932709,0.477039,0.000446952,2.41565,6.33077,1.76827,19.7167,14.2617,8.86739,3.6446,4.81507,70.4501,38.6106,3,8,2,16,8,18,4,7,77,36
-3.15185e+07,0.967061,0.00148824,1,1,0,3.15192e+07,-0.844578,-0.0764421,-1.67679,0.531727,0.0590229,-0.514058,-1.33346,-1.20959,0.932723,0.477047,0.000463136,2.57156,6.78722,1.91821,21.5456,15.6691,9.77707,4.00836,5.32545,79.4565,43.3173,2,9,2,23,21,11,2,6,67,45
-3.15179e+07,1,0.00148824,1,1,0,3.15185e+07,-0.844552,-0.0764208,-1.67675,0.531739,0.0590449,-0.514033,-1.33343,-1.20956,0.932734,0.477063,0.000459116,2.53201,6.67105,1.87991,21.0764,15.3075,9.54305,3.91492,5.19409,77.1184,42.098,2,5,2,27,17,11,4,7,66,33
