# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:25:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/u63o5wh6.json
# init = 2 (Default)
# random
#   seed = 24928
# output
#   file = /home/lab5/output/code2-20230416112538_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 2.01438e-17
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.04816e-05
-1.85873e+25,1,2.01438e-17,2,3,0,1.85881e+25,-0.367771,0.00786736,1.09443e+13,3.40649e+14,1.03821e+17,3.69393e+18,5.07303e+19,2.84142e+20,8.32765e+19,1.26683e+21,1.72578e+25,1.32778e+24,0,0,0,0,0,0,0,0,0,0
-1.85871e+25,1,2.01438e-17,1,1,0,1.85873e+25,-0.367771,0.00786736,1.09442e+13,3.40647e+14,1.0382e+17,3.69391e+18,5.07298e+19,2.8414e+20,8.32758e+19,1.26682e+21,1.72577e+25,1.32777e+24,0,0,0,0,0,0,0,0,0,0
-1.85747e+25,1,2.01438e-17,4,15,0,1.85871e+25,-0.367771,0.00786727,1.09404e+13,3.40514e+14,1.03773e+17,3.69208e+18,5.07032e+19,2.83985e+20,8.32316e+19,1.26611e+21,1.72461e+25,1.32691e+24,0,0,0,0,0,0,0,0,0,0
-1.85745e+25,1,2.01438e-17,1,1,0,1.85747e+25,-0.367771,0.00786727,1.09403e+13,3.40512e+14,1.03772e+17,3.69205e+18,5.07028e+19,2.83983e+20,8.32309e+19,1.2661e+21,1.72459e+25,1.3269e+24,0,0,0,0,0,0,0,0,0,0
-1.85743e+25,1,2.01438e-17,1,1,0,1.85745e+25,-0.367771,0.00786726,1.09403e+13,3.4051e+14,1.03771e+17,3.69202e+18,5.07024e+19,2.8398e+20,8.32303e+19,1.26608e+21,1.72457e+25,1.32689e+24,0,0,0,0,0,0,0,0,0,0
-1.85712e+25,1,2.01438e-17,3,7,0,1.85743e+25,-0.367771,0.00786724,1.09393e+13,3.40477e+14,1.0376e+17,3.69157e+18,5.06958e+19,2.83941e+20,8.32192e+19,1.26591e+21,1.72428e+25,1.32667e+24,0,0,0,0,0,0,0,0,0,0
-1.85704e+25,1,2.01438e-17,2,3,0,1.85712e+25,-0.367771,0.00786724,1.09391e+13,3.40469e+14,1.03757e+17,3.69145e+18,5.06941e+19,2.83932e+20,8.32165e+19,1.26586e+21,1.72421e+25,1.32662e+24,0,0,0,0,0,0,0,0,0,0
-1.85673e+25,1,2.01438e-17,3,7,0,1.85704e+25,-0.367771,0.00786721,1.09381e+13,3.40436e+14,1.03745e+17,3.69099e+18,5.06874e+19,2.83893e+20,8.32054e+19,1.26568e+21,1.72392e+25,1.32641e+24,0,0,0,0,0,0,0,0,0,0
-1.85671e+25,1,2.01438e-17,1,1,0,1.85673e+25,-0.367771,0.00786721,1.09381e+13,3.40434e+14,1.03744e+17,3.69097e+18,5.0687e+19,2.83891e+20,8.32047e+19,1.26567e+21,1.7239e+25,1.3264e+24,0,0,0,0,0,0,0,0,0,0
-1.85669e+25,1,2.01438e-17,1,1,0,1.85671e+25,-0.367771,0.00786721,1.0938e+13,3.40432e+14,1.03744e+17,3.69094e+18,5.06866e+19,2.83888e+20,8.32041e+19,1.26566e+21,1.72389e+25,1.32638e+24,0,0,0,0,0,0,0,0,0,0
